Job Title,Company Name,Salary,Location,Job Description,Skills,job_link
Customer Service Associate,Accenture,Not disclosed,Bengaluru,Skill required: Retirement Solutions - Customer Service. Researching on any queries/ re...,"customer service, insurance operations, customer support, client support, customer experience, defined benefits, operations management, project management",https://www.naukri.com/job-listings-customer-service-associate-accenture-solutions-pvt-ltd-bengaluru-1-to-3-years-280424901431
Application Developer,Accenture,Not disclosed,Bengaluru,Technical Experience :Professional and Technical Skills Proficiency in Reactjs Strong u...,"design development, react.js, frontend development, javascript, application development, css, web services, bootstrap",https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-bengaluru-2-to-5-years-280424901428
Application Developer,Accenture,Not disclosed,Bengaluru,Minimum 3 year(s) of experience is required. Educational Qualification : GraduateExperi...,"information technology, sap bw, sap data services, data integration, etl process, sap bobj, sap, oracle",https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-bengaluru-3-to-5-years-280424901427
Application Tech Support Practitioner,Accenture,Not disclosed,Bengaluru,Minimum 5 year(s) of experience is required. Educational Qualification : GraduateMust h...,"devops, linux, version control, terraform, unix operating system, container, openshift, docker",https://www.naukri.com/job-listings-application-tech-support-practitioner-accenture-solutions-pvt-ltd-bengaluru-5-to-8-years-280424901426
Recruiting Senior Specialist,Accenture,Not disclosed,Bengaluru,Please note that this role may require you to work in rotational shifts Qualification A...,"ats, workday, hrsd, talent acquisition, recruitment, leadership hiring, head hunting, screening",https://www.naukri.com/job-listings-recruiting-senior-specialist-accenture-solutions-pvt-ltd-bengaluru-7-to-9-years-280424901424
Business Transformation Assoc Manager,Accenture,Not disclosed,Bengaluru,Skill required: NA - Business TransformationDesignation: Business Transformation Assoc ...,"nas, project management, operations management, program management, business transformation, process excellence, process improvement, people management skills",https://www.naukri.com/job-listings-business-transformation-assoc-manager-accenture-solutions-pvt-ltd-bengaluru-10-to-14-years-280424901422
Operations Engineer,Accenture,Not disclosed,Bengaluru,Project Role :Operations EngineerProject Role Description :Support the operations and/o...,"zabbix, nagios, networking concepts, operating systems, java, kubernetes, python, production",https://www.naukri.com/job-listings-operations-engineer-accenture-solutions-pvt-ltd-bengaluru-7-to-9-years-280424901417
Record To Report Ops Analyst - Record To Report,Accenture,Not disclosed,Bengaluru,Please note that this role may require you to work in rotational shiftsSkill required:R...,"oracle, balance sheet reconciliation, general ledger, record to report, client relationship, sap, journal entries, forecasting",https://www.naukri.com/job-listings-record-to-report-ops-analyst-record-to-report-accenture-solutions-pvt-ltd-bengaluru-3-to-5-years-280424901413
Application Developer,Accenture,Not disclosed,Bengaluru,"Project Role Description : Design, build and configure applications to meet business pr...","software development, design patterns, devops, .net, asp, css, microsoft technologies, unit testing",https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-bengaluru-5-to-10-years-280424901411
Application Tech Support Practitioner,Accenture,Not disclosed,Bengaluru,Project Role :Application Tech Support PractitionerProject Role Description :Act as the...,"architectural design, customer service, monitoring tools, storage area network, troubleshooting, operations management, project management, team management",https://www.naukri.com/job-listings-application-tech-support-practitioner-accenture-solutions-pvt-ltd-bengaluru-4-to-6-years-280424901406
Application Lead,Accenture,Not disclosed,Bengaluru,"Project Role :Application LeadProject Role Description :Lead the effort to design, buil...","software development life cycle, troubleshooting, net architecture, aws, sdlc, c#, oracle, sap",https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-bengaluru-5-to-9-years-280424901401
Application Developer,Accenture,Not disclosed,Bengaluru,Minimum 5 year(s) of experience is required. Educational Qualification : Minimum 15 yrs...,"algorithms, software development, software testing, spring boot, java, rest, software quality, microservices",https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-bengaluru-5-to-7-years-280424901399
Application Developer,Accenture,Not disclosed,Bengaluru,"Project Role Description : Design, build and configure applications to meet business pr...","svn, sql, database design, git, oracle procedural language, rest, python, css",https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-bengaluru-5-to-10-years-280424901395
Quality Auditing Analyst,Accenture,Not disclosed,Bengaluru,Please note that this role may require you to work in rotational shifts Qualification A...,"quality audit, quality control, auditing, quality management, safety, project management, apqp, iso",https://www.naukri.com/job-listings-quality-auditing-analyst-accenture-solutions-pvt-ltd-bengaluru-3-to-5-years-280424901387
Application Lead,Accenture,Not disclosed,Bengaluru,"Project Role Description : Lead the effort to design, build and configure applications,...","tosca testsuite, software development, software testing, jenkins, testing methodologies, c#, tosca, python",https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-bengaluru-7-to-11-years-280424901385
Application Tech Support Practitioner,Accenture,Not disclosed,Bengaluru,Can accurately define a client issue and can interpret and design a resolution based on...,"mysql database administration, sql, database design, ibm db2, design principles, c#, rest, c++",https://www.naukri.com/job-listings-application-tech-support-practitioner-accenture-solutions-pvt-ltd-bengaluru-3-to-5-years-280424901382
Application Developer,Accenture,Not disclosed,Bengaluru,"Project Role Description : Design, build and configure applications to meet business pr...","microsoft asp.net, sql server, asp.net, .net, asp, c#, css, unit testing",https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-280424901378
Customer Service Associate,Accenture,Not disclosed,Bengaluru,Skill required: Retirement Solutions - Customer Service. Researching on any queries/ re...,"customer service, insurance operations, process documentation, client support, customer experience, defined benefits, operations management, project management",https://www.naukri.com/job-listings-customer-service-associate-accenture-solutions-pvt-ltd-bengaluru-1-to-3-years-280424901374
Application Designer,Accenture,Not disclosed,Bengaluru,Ready to work in Shifts,"application design, data migration, hub, data hub, kronos, hybris, web services, jsp",https://www.naukri.com/job-listings-application-designer-accenture-solutions-pvt-ltd-bengaluru-5-to-7-years-280424901371
Operations Engineer,Accenture,Not disclosed,Bengaluru,Project Role Description : Support the operations and / or manage delivery for producti...,"service management, problem management, servicenow, itil processes, itil, project management, release management, iso",https://www.naukri.com/job-listings-operations-engineer-accenture-solutions-pvt-ltd-bengaluru-3-to-5-years-280424901370
Application Developer,Accenture,Not disclosed,Bengaluru,Must have skills : Salesforce Omnistudio Platform. Good to have skills : Salesforce Dev...,"salesforce lightning, presentation skills, salesforce, debugging, ssis, c#, rest, css",https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-bengaluru-3-to-5-years-280424901362
Instructor SME - Oracle Fusion SCM - Training/ Certification,Oracle,Not disclosed,Hybrid - Bengaluru,"You will participate in the recording, delivery, creation and sale of Oracle University...","Training, Implementations, Oracle Fusion SCM, Training Content, Certification Development",https://www.naukri.com/job-listings-instructor-sme-oracle-fusion-scm-training-certification-oracle-bengaluru-5-to-10-years-280424002031
Instructor SME - Oracle Fusion HCM - Training/ Certification,Oracle,Not disclosed,Hybrid - Bangalore Rural,"You will participate in the creation, recording, delivery and sale of Oracle University...","Training, Training Content, Oracle Fusion Hcm, Certification Development, Implementation",https://www.naukri.com/job-listings-instructor-sme-oracle-fusion-hcm-training-certification-oracle-bangalore-rural-5-to-10-years-280424001989
